,TEXT
1762,"see how the speckled sky burns like a pigeon's throat,  jewelled with embers of opal and peridote. "
1763," see the white river that flashes and scintillates,  curved like a tusk from the mouth of the city-gates. "
1764," hark, from the minaret, how the muezzin's call  floats like a battle-flag over the city wall. "
1765," from trellised balconies, languid and luminous  faces gleam, veiled in a splendour voluminous. "
1766," leisurely elephants wind through the winding lanes,  swinging their silver bells hung from their silver chains. "
1767, round the high char minar sounds of gay cavalcades  blend with the music of cymbals and serenades. 
1768," over the city bridge night comes majestical,  borne like a queen to a sumptuous festival.  "
1769,ode to h.h. the nizam of hyderabad
1770,"deign, prince, my tribute to receive,  this lyric offering to your name,  who round your jewelled scepter bind  the lilies of a poet's fame;  beneath whose sway concordant dwell  the peoples whom your laws embrace,  in brotherhood of diverse creeds,  and harmony of diverse race:"
1771,"the votaries of the prophet's faith,  of whom you are the crown and chief  and they, who bear on vedic brows  their mystic symbols of belief;  and they, who worshipping the sun,  fled o'er the old iranian sea;  and they, who bow to him who trod  the midnight waves of galilee."
1772,"sweet, sumptuous fables of baghdad  the splendours of your court recall,  the torches of a thousand nights  blaze through a single festival;  and saki-singers down the streets,  pour for us, in a stream divine,  from goblets of your love-ghazals  the rapture of your sufi wine."
1773," prince, where your radiant cities smile,  grim hills their sombre vigils keep,  your ancient forests hoard and hold  the legends of their centuried sleep;  your birds of peace white-pinioned float  o'er ruined fort and storied plain,  your faithful stewards sleepless guard  the harvests of your gold and grain."
1774,"god give you joy, god give you grace  to shield the truth and smite the wrong,  to honour virtue, valour, worth.  to cherish faith and foster song.  so may the lustre of your days  outshine the deeds firdusi sung,  your name within a nation's prayer,  your music on a nation's tongue.  "
1775,palanquin bearers
1776,"lightly, o lightly we bear her along, she sways like a flower in the wind of our song; she skims like a bird on the foam of a stream, she floats like a laugh from the lips of a dream. gaily, o gaily we glide and we sing, we bear her along like a pearl on a string."
1777,"softly, o softly we bear her along, she hangs like a star in the dew of our song; she springs like a beam on the brow of the tide, she falls like a tear from the eyes of a bride. lightly, o lightly we glide and we sing, we bear her along like a pearl on a string. "
1778,past and future
1779,"the new hath come and now the old retires:  and so the past becomes a mountain-cell,  where lone, apart, old hermit-memories dwell  in consecrated calm, forgotten yet  of the keen heart that hastens to forget  old longings in fulfilling new desires. "
1780," and now the soul stands in a vague, intense  expectancy and anguish of suspense,  on the dim chamber-threshold . . . lo! he sees  like a strange, fated bride as yet unknown,  his timid future shrinking there alone,  beneath her marriage-veil of mysteries. "
1781,song of a dream
1782,"once in the dream of a night i stood  lone in the light of a magical wood,  soul-deep in visions that poppy-like sprang;  and spirits of truth were the birds that sang,  and spirits of love were the stars that glowed,  and spirits of peace were the streams that flowed  in that magical wood in the land of sleep."
1783," lone in the light of that magical grove,  i felt the stars of the spirits of love  gather and gleam round my delicate youth,  and i heard the song of the spirits of truth;  to quench my longing i bent me low  by the streams of the spirits of peace that flow  in that magical wood in the land of sleep.  "
1784,street cries
1785,"when dawn's first cymbals beat upon the sky,  rousing the world to labour's various cry,  to tend the flock, to bind the mellowing grain,  from ardent toil to forge a little gain,  and fasting men go forth on hurrying feet,  buy bread, buy bread, rings down the eager street. "
1786," when the earth falters and the waters swoon  with the implacable radiance of noon,  and in dim shelters koïls hush their notes,  and the faint, thirsting blood in languid throats  craves liquid succour from the cruel heat,  buy fruit, buy fruit, steals down the panting street."
1787," when twilight twinkling o'er the gay bazaars,  unfurls a sudden canopy of stars,  when lutes are strung and fragrant torches lit  on white roof-terraces where lovers sit  drinking together of life's poignant sweet,  buy flowers, buy flowers, floats down the singing street.  "
