,TEXT
9987,we'll live in our
9988,house by the river
9989,it's taboo to say i love you
9990,it's taboo to say i love you
9991,just because i feel
9992,the words rising in me
9993,strong and clear and real
9994,i hear the words
9995,i love you
9996,rising in my throat
9997,but my throat closes on them
9998,i try to say the words
9999,and almost choke
10000,it's taboo to say i love your touch
10001,the feeling of your skin
10002,the warmth of your flesh
10003,your heartbeat deep within
10004,i don't know who taught me
10005,must have been long ago
10006,"but clearly, strongly, deeply"
10007,i almost broke the silence
10008,"many, many times"
10009,but was held back by the feeling
10010,that to say
10011,i love you
10012,was not just taboo
10013,but to lie
10014,to feel love
10015,an even deeper taboo
10016,i don't know who taught me
10017,must have been long ago
10018,"but clearly, strongly, deeply"
10019,the punishment?  humiliation
10020,the punishment?  shame
10021,the punishment?  consternation
10022,the punishment?  blame
10023,or a thankless sigh
10024,i'm unsure of the punishment
10025,but i'd rather die
10026,no one can make me
10027,i love you
10028,no one can break me
10029,or my heart
10030,i long to say
10031,i love you
10032,i long to praise
10033,all of you
10034,i long to feel
10035,i love you
10036,yet i long to say the words
10037,what if the words fall once more on deaf ears?
10038,what if they once more go unheard?
10039,and what if i'm wrong?
10040,what if this isn't love i'm feeling at all?
10041,yet you say you love me
10042,that's not taboo
10043,and i feel your words
10044,that's not taboo
10045,"inside me, turmoil"
10046,"outside, a quiet look"
10047,as inside i struggle with an age-old
10048,the warmth within 
10049,touch me with your hand
10050,pull me close
10051,against your chest
10052,hold me in your arms
10053,giving me rest
10054,let my hands
10055,caress your skin
10056,feeling the warmth
10057,the warmth within
10058,stop wait go
10059,my heart is aching
10060,my heart is waiting
10061,i've stopped breathing
10062,can't you see how
10063,your love wakens
10064,every atom of me freeing
10065,can't stop shaking
10066,yet fearful waiting
10067,my heart is racing
10068,desire is lacing
10069,my blood with fire
10070,letting the love that's breaking
10071,sweep through me
10072,me to closeness
10073,i'm not leaving
10074,go on until
10075,to my heart
10076,your heart beating
10077,the deepest greeting
10078,and take me
10079,in your arms
10080,than one plus one
10081,that flows throughout time
10082,let me love you
10083,sweetheart of mine
10084,floodgates are breaking
10085,sweeping away the hesitating
10086,hold me close
10087,i've been feeling loving
10088,go on with the loving
10089,hold me close
10090,hold me close
10091,hold me close
10092,let me break free
10093,as i lie trembling
10094,in your arms
10095,hoping   remembering
10096,your tender loving
10097,me  i know you're staying
10098,there's still no saying
10099,where this flow will take us
10100,but no use complicating
10101,this game of love we're playing
10102,you'll be betraying
10103,better things to do
10104,i feel safety
10105,is what's generating
10106,go on 
10107,do we meet again? 
10108,do we meet again
10109,cross the street again
10110,court defeat again
10111,or could we complete
10112,what we once
10113,we could try again
10114,but we could fry again
10115,what we once
10116,could we try again
10117,can't deny though
10118,we could fry again
10119,court in vain again
10120,could we meet again
10121,cross the street again
10122,court defeat again
10123,or could there be more?
10124,could  we try again
10125,we could fry again
10126,it could be in vain
10127,or could there be more?
10128,there could be war again
10129,what could be in store if we try again
10130,could there be more?
10131,we could yearn again
10132,it could be in vain
10133,or we could solve resolve
10134,there could be love again
10135,stars above again
10136,it could be bliss again
10137,or we could miss again
10138,the way to the stars
10139,it's our turn again
10140,we could spurn
10141,the chance to gain again
10142,or try in vain again
10143,but in the main again
10144,it could be more
10145,we could meet again
10146,cross the street again
10147,we could say again
10148,we will try again 
10149,to reach the sky again
10150,build a life again
10151,that's not in vain
10152,we're not quite the same
10153,again and again
10154,i'll cross the street 
10155,we could meet again
10156,we might match this time
10157,we might catch again
10158,and keep warm
10159,we could be warm again
10160,love up a storm again
10161,when the storm subsides again
10162,will that be all?
10163,we could try again
10164,and not in vain
10165,we could meet
10166,we could match
10167,we could catch
10168,a life deeply ours
10169,we could try again
10170,love of my heart
10171,there's something the story
10172,i have to say 
10173,there's something i have to say
10174,honey there's moon rise
10175,there's star rise
10176,then sun rise
10177,there's something i have to say
10178,honey there's something
10179,i have to say
10180,there's moon rise
10181,there's star rise
10182,there's sun rise
10183,and there's something i have to say
10184,whenever i start
10185,whenever i plan
10186,no words come out
10187,now there's something i have to say
10188,there's moon rise
10189,there's star rise
10190,there's sun rise
10191,have something i have to say
10192,i've planned this
10193,i've thought this
10194,tonight i am
10195,i am going to say
10196,the something i have to say
10197,honey there's something
10198,i have to say
10199,like the star right at sunset
10200,"the first star, star bright"
10201,honey there's something i have to say
10202,if i have
10203,if i have
10204,my wish i might
10205,have you tell me
10206,there's something i have to say
10207,like the first star at sunset
10208,"star light, star bright"
10209,if i have
10210,if i have my wish tonight
10211,you will tell me
10212,honey there's something i have to say
10213,will you be mine     forever
10214,as of tonight
10215,love is my kind of tangle               
10216,roulette makes my nerves jangle
10217,poker plays are not my angle
10218,casino games can't hold a candle
10219,love is my kind of gamble
10220,love is my kind of tangle
10221,i'm winning more than i can handle
10222,caught up in the brambles
10223,snagged when on a ramble
10224,i didn't need    even a preamble
10225,to love 
10226,my feet step on your shoes
10227,i get ready to sing the blues
10228,then you    whisper the news
10229,you love   me
10230,and i can't hide
10231,cool cat can't hold a candle
10232,distant glamor fades beside
10233,love is my kind of gamble
10234,love is my kind of tangle
10235,i'm winning more than i can handle
10236,love is    my style
10237,tame and mild
10238,deep and wild
10239,the cold shoulder keeps apart
10240,the icy stare cuts the heart
10241,blasé snubs frost the air
10242,distant glamor wears and tears
10243,"ooh, the cold shoulder chills the heart"
10244,snobs lose before they start
10245,tame and mild
10246,deep and wild
10247,filling the heart
10248,love is my kind of gamble
10249,love is my kind of tangle
10250,i'm winning all that i can handle
10251,if we keep flirting
10252,i'm not confused
10253,if we keep flirting
10254,could  it  be
10255,could we be making
10256,this  thing  called  love?
10257,my  heart  is  waiting ... 
10258,do you think of me? 
10259,do you think of me?
10260,do you think of me?
10261,"and i don’t mean,"
10262,not that kind of thinking
10263,do you think of me?
10264,do you think of me? 
10265,"and i don’t mean, are you obsessed?"
10266,are you possessed? 
10267,not that kind of think of me ...
10268,aliens have landed 
10269,aliens have landed
10270,at the movies
10271,in my dreams
10272,in my head
10273,and my life
10274,they come in peace
10275,destroy the world
10276,are just like us
10277,have alien gifts
10278,take your pick
10279,in my dream
10280,they're at the door
10281,i quickly hide
10282,the radio beacon
10283,i've used to call them
10284,that takes the cake.
10285,a sweet but frosty exterior
10286,like mine when i am afraid
10287,i am afraid
10288,they come to raid
10289,will use my signal just
10290,an evil lust
10291,aliens have landed
10292,at the movies
10293,in my dreams
10294,in my life
10295,they come in peace
10296,destroy the world
10297,are just like us
10298,have alien gifts
10299,we do not know
10300,in my dream
10301,i take the cake
10302,and then i break
10303,and in life
10304,alien concept -
10305,yet i did invite
10306,him into my
10307,and now he wants me
10308,an alien concept
10309,it leaves me reeling
10310,it's not unappealing
10311,yet i am afraid
10312,he will betray
10313,my hopes and longings.
10314,"i hide my fears under warmth, silence, icing."
10315,my radio beacon waits.
10316,do you long for me tenderly 
10317,do you long for me tenderly
10318,do you long for my embrace
10319,do you long for me tenderly
10320,do you long to touch softly
10321,your palm to my face
10322,do you long to hold me
10323,do you long to caress
10324,do you long to love me
10325,do you long for me
10326,do you long for me tenderly
10327,do you long
10328,do you hold in your heart
10329,a thousand memories
10330,of loving me
10331,do you love me
10332,it's you and me
10333,you and me
10334,one day we met
10335,you and me
10336,we went to bed
